,Date,WindSpeed9am,Humidity9am,Pressure9am
72,2008-01-12,4.0,61.0,1007.6
73,2008-01-13,6.0,65.0,1004.0
74,2008-01-14,13.0,70.0,1012.3
75,2008-01-15,7.0,70.0,1014.2
76,2008-01-16,15.0,58.0,1008.5
77,2008-01-17,20.0,62.0,1016.8
78,2008-01-18,17.0,63.0,1017.5
79,2008-01-19,9.0,92.0,1008.7
80,2008-01-20,19.0,80.0,1004.9
81,2008-01-21,17.0,73.0,1011.4
82,2008-01-22,11.0,55.0,1018.7
83,2008-01-23,7.0,60.0,1021.6
84,2008-01-24,6.0,64.0,1021.3
85,2008-01-25,9.0,67.0,1020.1
86,2008-01-26,4.0,70.0,1016.5
87,2008-01-27,4.0,71.0,1013.1
88,2008-01-28,4.0,60.0,1013.9
89,2008-01-29,6.0,72.0,1017.4
90,2008-01-30,6.0,68.0,1018.0
91,2008-01-31,13.0,66.0,1014.6
92,2008-02-01,14.0,82.5,1018.25
93,2008-02-02,8.0,77.0,1018.05
94,2008-02-03,13.0,77.5,1016.7
95,2008-02-04,14.5,87.5,1014.3
96,2008-02-05,9.0,88.0,1009.15
97,2008-02-06,7.5,73.0,1002.4000000000001
98,2008-02-07,13.0,75.5,999.2
99,2008-02-08,7.0,76.0,1007.95
100,2008-02-09,17.0,78.5,1007.05
101,2008-02-10,14.0,73.0,1013.8
102,2008-02-11,8.0,76.0,1016.85
103,2008-02-12,8.0,81.5,1010.75
104,2008-02-13,18.5,84.0,1009.6
105,2008-02-14,13.0,72.0,1017.35
106,2008-02-15,13.0,74.5,1020.2
107,2008-02-16,9.0,74.0,1022.95
108,2008-02-17,11.0,63.5,1024.95
109,2008-02-18,10.0,71.0,1021.5
110,2008-02-19,6.5,74.0,1017.8
111,2008-02-20,7.5,79.0,1012.8
112,2008-02-21,4.0,87.0,1011.5999999999999
113,2008-02-22,11.0,77.5,1008.75
114,2008-02-23,20.0,47.5,1007.4
115,2008-02-24,13.0,51.0,1007.9
116,2008-02-25,12.0,64.0,1016.95
117,2008-02-26,3.0,73.5,1017.95
118,2008-02-27,0.0,78.0,1013.85
119,2008-02-28,16.5,75.5,1010.0
120,2008-02-29,24.0,61.5,1015.4
121,2008-03-01,17.0,57.5,1020.8499999999999
122,2008-03-02,10.0,79.0,1026.25
123,2008-03-03,10.5,78.0,1025.6
124,2008-03-04,7.5,74.5,1020.8
125,2008-03-05,13.0,70.5,1025.15
126,2008-03-06,8.5,71.5,1024.05
127,2008-03-07,13.0,69.5,1021.45
128,2008-03-08,7.5,83.5,1024.05
129,2008-03-09,8.0,74.0,1025.15
130,2008-03-10,7.5,75.0,1025.0
131,2008-03-11,6.5,61.0,1022.4
132,2008-03-12,6.5,78.5,1021.75
133,2008-03-13,6.5,87.5,1020.3
134,2008-03-14,9.0,70.5,1022.7
135,2008-03-15,4.5,63.5,1022.3
136,2008-03-16,5.5,62.5,1024.4499999999998
137,2008-03-17,6.5,77.5,1024.55
138,2008-03-18,5.5,74.5,1023.0
139,2008-03-19,5.5,64.5,1021.6500000000001
140,2008-03-20,3.0,73.0,1014.05
141,2008-03-21,17.5,82.0,1017.3499999999999
142,2008-03-22,15.0,76.0,1023.2
143,2008-03-23,7.5,79.0,1023.1500000000001
144,2008-03-24,6.5,92.0,1018.7
145,2008-03-25,7.5,87.5,1010.6500000000001
146,2008-03-26,8.5,76.0,1008.4
147,2008-03-27,13.5,66.0,1014.75
148,2008-03-28,10.0,74.5,1017.25
149,2008-03-29,12.0,87.5,1015.25
150,2008-03-30,14.0,60.5,1012.1
151,2008-03-31,14.0,55.5,1013.85
152,2008-04-01,13.5,63.5,1023.45
153,2008-04-02,4.0,82.5,1018.5
154,2008-04-03,26.0,55.0,1010.0999999999999
155,2008-04-04,15.0,62.0,1021.0
156,2008-04-05,10.0,73.5,1024.85
157,2008-04-06,10.0,70.5,1027.6
158,2008-04-07,11.0,74.5,1027.05
159,2008-04-08,17.5,77.0,1027.35
160,2008-04-09,11.0,82.5,1025.15
161,2008-04-10,9.5,79.5,1022.6
162,2008-04-11,8.5,77.5,1020.55
163,2008-04-12,8.5,77.0,1018.9000000000001
164,2008-04-13,12.0,88.5,1017.4
165,2008-04-14,14.0,76.0,1020.2
166,2008-04-15,13.5,75.5,1026.3000000000002
167,2008-04-16,12.0,71.5,1027.15
168,2008-04-17,12.0,84.0,1026.15
169,2008-04-18,10.5,76.0,1026.35
170,2008-04-19,17.5,60.0,1028.35
171,2008-04-20,13.0,72.5,1027.4
172,2008-04-21,9.0,84.0,1024.0
173,2008-04-22,11.0,84.5,1024.7
174,2008-04-23,3.0,82.0,1024.75
175,2008-04-24,13.0,87.5,1022.5
176,2008-04-25,8.5,69.5,1019.9
177,2008-04-26,8.5,90.0,1011.55
178,2008-04-27,23.0,59.5,1004.2
179,2008-04-28,23.0,60.5,1006.8499999999999
180,2008-04-29,12.0,61.5,1020.5
181,2008-04-30,8.5,74.0,1024.2
182,2008-05-01,8.5,70.5,1020.1500000000001
183,2008-05-02,12.5,73.0,1019.35
184,2008-05-03,12.5,68.0,1020.05
185,2008-05-04,12.0,70.0,1021.9000000000001
186,2008-05-05,8.5,73.5,1019.25
187,2008-05-06,8.0,72.0,1017.55
188,2008-05-07,19.5,65.0,1015.05
189,2008-05-08,12.0,71.5,1020.3
190,2008-05-09,9.5,76.5,1022.3
191,2008-05-10,6.5,83.0,1022.7
192,2008-05-11,9.5,82.0,1023.75
193,2008-05-12,7.5,80.5,1023.85
194,2008-05-13,9.0,87.5,1024.05
195,2008-05-14,20.0,83.0,1024.1
196,2008-05-15,7.5,85.0,1022.85
197,2008-05-16,12.0,83.0,1017.4000000000001
198,2008-05-17,25.0,60.0,1007.3499999999999
199,2008-05-18,16.0,64.0,1007.7
200,2008-05-19,11.0,71.5,1016.75
201,2008-05-20,15.0,81.5,1021.0
202,2008-05-21,10.5,77.5,1023.45
203,2008-05-22,13.5,68.5,1029.3000000000002
204,2008-05-23,14.0,78.5,1027.7
205,2008-05-24,9.5,72.5,1026.0500000000002
206,2008-05-25,11.5,79.5,1025.3
207,2008-05-26,13.0,90.0,1026.25
208,2008-05-27,7.5,87.5,1025.15
209,2008-05-28,13.0,85.5,1026.4
210,2008-05-29,13.0,89.0,1031.15
211,2008-05-30,10.5,85.0,1032.6
212,2008-05-31,8.5,87.0,1029.4
213,2008-06-01,19.0,95.0,1030.8
214,2008-06-02,7.5,91.0,1028.8
215,2008-06-03,13.0,98.5,1027.45
216,2008-06-04,14.0,82.5,1025.65
217,2008-06-05,15.0,83.0,1023.0
218,2008-06-06,13.0,77.5,1023.2
219,2008-06-07,11.5,81.0,1026.3
220,2008-06-08,11.5,86.5,1033.1999999999998
221,2008-06-09,9.5,85.5,1031.15
222,2008-06-10,7.5,97.5,1027.65
223,2008-06-11,14.0,82.0,1022.9
224,2008-06-12,13.0,91.5,1023.05
225,2008-06-13,19.5,74.5,1012.95
226,2008-06-14,18.5,61.0,1023.85
227,2008-06-15,24.0,73.5,1026.7
228,2008-06-16,18.0,82.0,1026.0
229,2008-06-17,9.0,84.0,1027.65
230,2008-06-18,9.5,93.5,1026.1
231,2008-06-19,9.5,93.0,1021.4
232,2008-06-20,12.5,86.0,1019.75
233,2008-06-21,10.5,82.5,1021.85
234,2008-06-22,15.5,67.5,1024.8000000000002
235,2008-06-23,10.0,83.0,1024.4
236,2008-06-24,10.5,83.5,1027.6
237,2008-06-25,8.5,72.0,1025.4499999999998
238,2008-06-26,24.0,64.0,1017.85
239,2008-06-27,15.5,64.0,1026.85
240,2008-06-28,13.0,79.0,1028.35
241,2008-06-29,9.5,84.0,1024.35
242,2008-06-30,20.5,50.0,1017.1500000000001
243,2008-07-01,14.875,75.125,1012.35
244,2008-07-02,20.0,67.25,1014.1499999999999
245,2008-07-03,13.625,66.25,1020.4625
246,2008-07-04,12.25,77.75,1025.925
247,2008-07-05,14.428571428571429,70.25,1026.1875
248,2008-07-06,13.0,75.375,1024.9624999999999
249,2008-07-07,12.75,79.125,1021.3375000000001
250,2008-07-08,9.75,76.25,1021.1374999999999
251,2008-07-09,12.375,74.5,1021.6
252,2008-07-10,19.125,63.625,1014.675
253,2008-07-11,19.5,57.625,1015.9625
254,2008-07-12,12.25,70.25,1020.9625000000001
255,2008-07-13,12.125,74.375,1020.075
256,2008-07-14,8.0,83.125,1020.275
257,2008-07-15,15.0,77.375,1019.3624999999998
258,2008-07-16,11.5,83.5,1020.0125
259,2008-07-17,12.25,76.25,1015.9375
260,2008-07-18,13.875,72.375,1009.7625
261,2008-07-19,11.625,64.875,1013.6999999999999
262,2008-07-20,13.0,72.125,1013.825
263,2008-07-21,19.5,76.0,1013.1
264,2008-07-22,13.0,60.625,1024.0375000000001
265,2008-07-23,12.5,65.5,1027.3625000000002
266,2008-07-24,13.375,73.625,1025.7375
267,2008-07-25,13.75,72.875,1020.95
268,2008-07-26,13.25,75.875,1017.775
269,2008-07-27,8.125,81.625,1014.6750000000001
270,2008-07-28,13.375,77.625,1016.075
271,2008-07-29,14.125,73.25,1017.8249999999999
272,2008-07-30,13.75,77.25,1015.0250000000001
273,2008-07-31,16.5,69.375,1014.1999999999999
274,2008-08-01,16.25,65.0,1008.4250000000001
275,2008-08-02,19.375,67.5,1014.875
276,2008-08-03,14.0,62.125,1019.6
277,2008-08-04,10.75,75.0,1020.3249999999999
278,2008-08-05,8.125,76.875,1022.5
279,2008-08-06,14.25,77.625,1019.9999999999999
280,2008-08-07,10.25,65.85714285714286,1020.6625
281,2008-08-08,14.5,66.14285714285714,1021.025
282,2008-08-09,13.625,63.875,1021.5875
283,2008-08-10,15.25,66.625,1018.5875000000001
284,2008-08-11,16.875,58.75,1019.8624999999998
285,2008-08-12,15.5,57.0,1020.8374999999999
286,2008-08-13,16.125,58.125,1023.975
287,2008-08-14,18.75,57.75,1022.625
288,2008-08-15,18.5,57.625,1018.0249999999999
289,2008-08-16,20.75,55.0,1017.65
290,2008-08-17,14.625,56.625,1024.3125
291,2008-08-18,14.125,63.125,1025.4250000000002
292,2008-08-19,16.25,60.875,1024.6125
293,2008-08-20,13.5,57.57142857142857,1024.35
294,2008-08-21,11.625,62.125,1022.3249999999998
295,2008-08-22,12.625,68.25,1023.1625
296,2008-08-23,18.5,56.0,1025.075
297,2008-08-24,11.75,56.875,1026.75
298,2008-08-25,13.5,66.5,1025.1125
299,2008-08-26,11.875,63.125,1021.3249999999999
300,2008-08-27,9.375,60.0,1024.2625
301,2008-08-28,8.875,70.0,1025.1125
302,2008-08-29,11.875,70.625,1022.1000000000001
303,2008-08-30,15.375,68.625,1018.425
304,2008-08-31,14.625,74.75,1012.625
305,2008-09-01,14.125,68.375,1019.4125
306,2008-09-02,10.875,69.75,1023.0874999999999
307,2008-09-03,17.0,59.375,1029.3999999999999
308,2008-09-04,14.375,64.125,1029.0
309,2008-09-05,13.375,69.125,1022.1499999999999
310,2008-09-06,14.375,64.5,1018.1125000000002
311,2008-09-07,9.125,70.875,1017.7
312,2008-09-08,10.5,62.75,1021.2125
313,2008-09-09,8.875,55.25,1023.3874999999998
314,2008-09-10,11.125,62.25,1020.1375
315,2008-09-11,18.25,58.875,1015.1250000000001
316,2008-09-12,16.625,59.875,1010.4124999999999
317,2008-09-13,18.375,53.875,1011.3375000000001
318,2008-09-14,25.25,63.25,1008.4625
319,2008-09-15,23.125,63.375,1008.3874999999999
320,2008-09-16,18.5,57.0,1015.3749999999999
321,2008-09-17,12.375,62.75,1021.05
322,2008-09-18,13.25,57.0,1016.2875
323,2008-09-19,14.0,57.125,1012.7625000000002
324,2008-09-20,15.875,57.5,1011.9625
325,2008-09-21,17.125,58.25,1014.575
326,2008-09-22,19.5,57.0,1010.3750000000001
327,2008-09-23,18.75,59.25,1016.75
328,2008-09-24,13.75,61.625,1024.5
329,2008-09-25,17.75,55.375,1023.675
330,2008-09-26,18.0,47.25,1019.0625
331,2008-09-27,9.875,55.125,1018.8625000000001
332,2008-09-28,15.875,55.0,1014.6125000000001
333,2008-09-29,11.25,50.625,1016.2125000000001
334,2008-09-30,14.25,53.0,1016.9999999999999
335,2008-10-01,18.0,51.0,1016.0374999999999
336,2008-10-02,13.375,59.0,1015.5374999999999
337,2008-10-03,15.625,56.625,1015.625
338,2008-10-04,14.5,67.75,1017.125
339,2008-10-05,11.5,61.625,1018.5000000000001
340,2008-10-06,17.75,64.375,1014.5875
341,2008-10-07,17.714285714285715,55.857142857142854,1016.8000000000001
342,2008-10-08,12.75,59.125,1019.6625
343,2008-10-09,13.875,58.625,1022.9999999999999
344,2008-10-10,13.75,66.125,1024.6750000000002
345,2008-10-11,11.25,68.25,1023.6999999999999
346,2008-10-12,13.375,59.125,1020.25
347,2008-10-13,15.375,58.75,1018.35
348,2008-10-14,15.125,63.125,1021.1750000000001
349,2008-10-15,15.375,59.125,1019.8499999999999
350,2008-10-16,9.5,65.625,1021.2375
351,2008-10-17,6.875,63.25,1020.5375
352,2008-10-18,13.75,59.25,1020.8875000000002
353,2008-10-19,13.0,62.375,1020.7875000000001
354,2008-10-20,14.875,53.875,1022.1
355,2008-10-21,17.375,52.25,1020.9124999999999
356,2008-10-22,19.125,60.5,1022.8375000000001
357,2008-10-23,14.375,54.375,1022.4375
358,2008-10-24,12.375,54.5,1018.7250000000001
359,2008-10-25,17.5,49.5,1015.4625000000001
360,2008-10-26,11.75,51.75,1013.5624999999999
361,2008-10-27,14.25,53.875,1013.7750000000001
362,2008-10-28,9.0,59.0,1018.4125
363,2008-10-29,13.375,61.5,1020.5625000000001
364,2008-10-30,13.125,61.75,1017.8625
365,2008-10-31,16.5,62.75,1013.8
366,2008-11-01,12.625,59.75,1020.8625
367,2008-11-02,14.75,67.125,1019.025
368,2008-11-03,15.375,66.25,1014.0125000000002
369,2008-11-04,19.0,55.375,1016.2875
370,2008-11-05,11.0,66.25,1012.85
371,2008-11-06,8.375,65.75,1010.5875000000001
372,2008-11-07,13.25,65.5,1011.675
373,2008-11-08,21.0,62.0,1006.2375000000001
374,2008-11-09,16.125,61.5,1015.4
375,2008-11-10,7.125,61.625,1019.0875
376,2008-11-11,10.625,60.625,1017.9875000000001
377,2008-11-12,12.625,56.875,1015.3375000000002
378,2008-11-13,17.25,56.875,1013.5749999999999
379,2008-11-14,14.0,60.125,1013.7125000000001
380,2008-11-15,16.0,57.5,1014.7375000000001
381,2008-11-16,16.375,57.625,1016.6999999999999
382,2008-11-17,12.375,53.625,1016.8874999999999
383,2008-11-18,10.5,65.125,1014.1999999999999
384,2008-11-19,8.0,70.25,1011.0625000000001
385,2008-11-20,16.5,73.875,1004.5
386,2008-11-21,15.375,55.25,1003.125
387,2008-11-22,22.875,60.125,999.4374999999999
388,2008-11-23,21.875,60.75,1000.975
389,2008-11-24,18.25,57.0,1007.2375
390,2008-11-25,13.25,56.5,1012.7375
391,2008-11-26,10.25,62.125,1012.0500000000001
392,2008-11-27,17.875,64.0,1009.6125000000001
393,2008-11-28,9.375,73.75,1007.8875
394,2008-11-29,14.375,66.75,1009.3999999999999
395,2008-11-30,15.0,61.25,1010.9375
396,2008-12-01,15.857142857142858,52.76190476190476,1009.4799999999999
397,2008-12-02,15.904761904761905,56.76190476190476,1009.6899999999999
398,2008-12-03,16.181818181818183,57.40909090909091,1008.14
399,2008-12-04,14.130434782608695,59.69565217391305,1014.905
400,2008-12-05,14.136363636363637,74.4090909090909,1011.9649999999999
401,2008-12-06,13.181818181818182,62.77272727272727,1010.2
402,2008-12-07,15.08695652173913,63.47826086956522,1009.9300000000001
403,2008-12-08,12.857142857142858,62.523809523809526,1012.5849999999998
404,2008-12-09,11.565217391304348,65.8695652173913,1008.655
405,2008-12-10,18.136363636363637,63.5,1010.2699999999999
406,2008-12-11,15.636363636363637,65.5909090909091,1012.7
407,2008-12-12,13.571428571428571,76.45454545454545,1011.0000000000002
408,2008-12-13,19.782608695652176,78.95652173913044,1002.055
409,2008-12-14,22.40909090909091,61.40909090909091,1005.475
410,2008-12-15,16.130434782608695,56.130434782608695,1009.7800000000001
411,2008-12-16,11.909090909090908,63.73913043478261,1012.2150000000001
412,2008-12-17,10.136363636363637,65.43478260869566,1012.2449999999999
413,2008-12-18,10.818181818181818,68.9090909090909,1008.1550000000001
414,2008-12-19,16.217391304347824,58.95652173913044,1009.6600000000001
415,2008-12-20,18.045454545454547,61.09090909090909,1015.0400000000002
416,2008-12-21,15.0,59.30434782608695,1015.9649999999998
417,2008-12-22,17.0,57.54545454545455,1012.3400000000004
418,2008-12-23,16.304347826086957,65.17391304347827,1011.5700000000003
419,2008-12-24,12.652173913043478,64.04347826086956,1012.7299999999999
420,2008-12-25,10.238095238095237,64.57142857142857,1012.9550000000002
421,2008-12-26,11.608695652173912,63.65217391304348,1011.5249999999999
422,2008-12-27,11.173913043478262,70.21739130434783,1008.775
423,2008-12-28,15.130434782608695,72.26086956521739,1006.49
424,2008-12-29,15.869565217391305,62.68181818181818,1007.25
425,2008-12-30,17.26086956521739,71.31818181818181,1004.8800000000001
426,2008-12-31,15.565217391304348,55.13636363636363,1005.225
427,2009-01-01,18.11111111111111,58.93023255813954,1006.7463414634148
428,2009-01-02,16.755555555555556,55.7906976744186,1013.3463414634145
429,2009-01-03,14.813953488372093,58.476190476190474,1017.4000000000002
430,2009-01-04,13.886363636363637,57.31818181818182,1015.8146341463413
431,2009-01-05,12.688888888888888,55.79545454545455,1012.8414634146343
432,2009-01-06,13.466666666666667,56.88636363636363,1011.5
433,2009-01-07,14.045454545454545,66.38095238095238,1010.8926829268289
434,2009-01-08,19.34090909090909,62.906976744186046,1013.6560975609757
435,2009-01-09,20.177777777777777,58.27272727272727,1016.8585365853658
436,2009-01-10,14.545454545454545,59.27272727272727,1012.8804878048777
437,2009-01-11,13.222222222222221,62.15909090909091,1010.9707317073171
438,2009-01-12,12.844444444444445,65.88636363636364,1013.4926829268294
439,2009-01-13,16.355555555555554,57.45454545454545,1014.778048780488
440,2009-01-14,14.866666666666667,53.43181818181818,1012.5390243902441
441,2009-01-15,18.272727272727273,55.13953488372093,1013.3463414634148
442,2009-01-16,18.045454545454547,54.627906976744185,1014.1560975609755
443,2009-01-17,19.6,53.5,1018.6195121951222
444,2009-01-18,12.222222222222221,57.0,1018.8756097560978
445,2009-01-19,14.266666666666667,53.88636363636363,1015.8512195121955
446,2009-01-20,12.863636363636363,53.56818181818182,1012.082926829268
447,2009-01-21,12.511111111111111,62.82222222222222,1012.1219512195122
448,2009-01-22,21.818181818181817,62.31818181818182,1006.50243902439
449,2009-01-23,12.909090909090908,67.02272727272727,1009.5878048780487
450,2009-01-24,17.155555555555555,62.55555555555556,1008.7121951219514
451,2009-01-25,13.311111111111112,60.13333333333333,1016.0195121951217
452,2009-01-26,12.522727272727273,68.3409090909091,1016.6
453,2009-01-27,13.155555555555555,68.06666666666666,1016.0536585365853
454,2009-01-28,14.204545454545455,58.61363636363637,1012.5682926829269
455,2009-01-29,14.954545454545455,54.27272727272727,1012.921951219512
456,2009-01-30,13.244444444444444,55.111111111111114,1013.4585365853661
457,2009-01-31,13.28888888888889,61.13333333333333,1013.7048780487808
458,2009-02-01,14.466666666666667,64.37777777777778,1014.2804878048779
459,2009-02-02,12.688888888888888,67.11111111111111,1012.20243902439
460,2009-02-03,13.377777777777778,68.91111111111111,1010.7804878048779
461,2009-02-04,13.431818181818182,70.22727272727273,1009.9658536585364
462,2009-02-05,11.69767441860465,63.604651162790695,1007.6924999999999
463,2009-02-06,12.377777777777778,62.8,1008.8780487804876
464,2009-02-07,16.666666666666668,53.77777777777778,1008.809756097561
465,2009-02-08,15.727272727272727,58.02272727272727,1011.8951219512195
466,2009-02-09,19.837209302325583,61.72727272727273,1014.1463414634145
467,2009-02-10,17.204545454545453,63.54545454545455,1014.3902439024394
468,2009-02-11,19.755555555555556,60.44444444444444,1014.0292682926829
469,2009-02-12,18.77777777777778,61.46666666666667,1015.9219512195123
470,2009-02-13,19.488888888888887,68.33333333333333,1021.1390243902443
471,2009-02-14,18.066666666666666,67.44444444444444,1018.7756097560978
472,2009-02-15,14.136363636363637,73.55555555555556,1013.9487804878046
473,2009-02-16,17.613636363636363,70.17777777777778,1015.246341463415
474,2009-02-17,15.159090909090908,65.36363636363636,1014.4439024390247
475,2009-02-18,13.666666666666666,67.84444444444445,1011.7853658536586
476,2009-02-19,11.222222222222221,64.31111111111112,1009.7463414634146
477,2009-02-20,11.755555555555556,70.02222222222223,1012.8365853658537
478,2009-02-21,12.340909090909092,69.35555555555555,1014.1050000000001
479,2009-02-22,15.422222222222222,67.82222222222222,1015.6926829268291
480,2009-02-23,12.333333333333334,64.93333333333334,1013.5780487804877
481,2009-02-24,13.795454545454545,67.5909090909091,1013.7536585365857
482,2009-02-25,12.044444444444444,69.88888888888889,1015.112195121951
483,2009-02-26,15.227272727272727,65.63636363636364,1017.0365853658536
484,2009-02-27,15.222222222222221,57.93333333333333,1014.6999999999999
485,2009-02-28,13.11111111111111,64.62222222222222,1011.5073170731708
486,2009-03-01,12.69767441860465,68.27272727272727,1011.3399999999999
487,2009-03-02,14.822222222222223,66.37777777777778,1013.6317073170732
488,2009-03-03,17.533333333333335,64.91111111111111,1014.0902439024389
489,2009-03-04,18.704545454545453,63.59090909090909,1014.5463414634145
490,2009-03-05,18.386363636363637,60.06818181818182,1015.2463414634148
491,2009-03-06,10.177777777777777,67.68888888888888,1015.5071428571424
492,2009-03-07,13.333333333333334,69.41304347826087,1015.3714285714285
493,2009-03-08,14.777777777777779,64.55555555555556,1017.1999999999998
494,2009-03-09,14.195652173913043,68.56521739130434,1018.8833333333333
495,2009-03-10,13.777777777777779,70.24444444444444,1018.2214285714284
496,2009-03-11,15.195652173913043,72.58695652173913,1018.8857142857142
497,2009-03-12,11.577777777777778,74.2,1018.2047619047619
498,2009-03-13,9.543478260869565,75.11111111111111,1017.1333333333337
499,2009-03-14,14.977777777777778,76.44444444444444,1014.0097560975609
500,2009-03-15,15.956521739130435,68.93478260869566,1012.7142857142856
501,2009-03-16,12.466666666666667,63.8,1012.183333333333
502,2009-03-17,12.26086956521739,68.1304347826087,1014.5238095238099
503,2009-03-18,11.326086956521738,69.02173913043478,1016.3666666666667
504,2009-03-19,10.717391304347826,63.15217391304348,1014.7309523809523
505,2009-03-20,9.886363636363637,70.8,1014.7309523809527
506,2009-03-21,11.431818181818182,64.82608695652173,1014.7119047619051
507,2009-03-22,11.282608695652174,69.52173913043478,1014.6023809523808
508,2009-03-23,10.704545454545455,72.4,1015.6952380952379
509,2009-03-24,10.266666666666667,71.73333333333333,1016.9023809523808
510,2009-03-25,10.043478260869565,73.45652173913044,1017.902380952381
511,2009-03-26,11.733333333333333,75.2,1019.9261904761905
512,2009-03-27,11.847826086956522,71.3913043478261,1022.4904761904767
513,2009-03-28,12.533333333333333,73.37777777777778,1021.788095238095
514,2009-03-29,12.73913043478261,64.06521739130434,1021.145238095238
515,2009-03-30,15.422222222222222,69.04444444444445,1021.3857142857144
516,2009-03-31,17.195652173913043,71.93478260869566,1019.7833333333334
517,2009-04-01,14.911111111111111,69.04347826086956,1020.2357142857145
518,2009-04-02,14.543478260869565,70.53333333333333,1020.8902439024387
519,2009-04-03,13.5,73.6304347826087,1019.8214285714289
520,2009-04-04,12.130434782608695,74.0,1021.3880952380952
521,2009-04-05,14.173913043478262,69.08695652173913,1020.4476190476195
522,2009-04-06,17.630434782608695,66.76086956521739,1022.2452380952379
523,2009-04-07,17.444444444444443,66.86363636363636,1025.0261904761905
524,2009-04-08,12.772727272727273,66.20454545454545,1024.611904761905
525,2009-04-09,9.521739130434783,67.68888888888888,1022.2404761904763
526,2009-04-10,10.695652173913043,72.42222222222222,1020.4761904761903
527,2009-04-11,9.644444444444444,74.52272727272727,1022.3785714285716
528,2009-04-12,10.8,72.75,1021.6238095238093
529,2009-04-13,10.891304347826088,71.68888888888888,1020.2333333333333
530,2009-04-14,11.866666666666667,74.06666666666666,1015.3285714285716
531,2009-04-15,19.555555555555557,67.3409090909091,1011.6738095238096
532,2009-04-16,13.130434782608695,60.22222222222222,1014.1119047619047
533,2009-04-17,12.133333333333333,66.63636363636364,1015.9928571428567
534,2009-04-18,12.177777777777777,69.56818181818181,1019.7238095238093
535,2009-04-19,16.543478260869566,69.44444444444444,1020.1404761904759
536,2009-04-20,15.066666666666666,71.2,1019.2023809523813
537,2009-04-21,15.021739130434783,65.93333333333334,1019.5619047619044
538,2009-04-22,15.347826086956522,66.68888888888888,1020.6833333333333
539,2009-04-23,16.32608695652174,65.41304347826087,1018.5476190476189
