,Date,Rainfall
67410,2009-01-27,0.0
67411,2009-01-28,0.0
67412,2009-01-29,0.0
67413,2009-01-30,0.0
67414,2009-01-31,0.0
67415,2009-02-01,0.0
67416,2009-02-02,0.0
67417,2009-02-03,0.0
67418,2009-02-04,0.0
67419,2009-02-05,0.0
67420,2009-02-06,0.0
67421,2009-02-07,0.0
67422,2009-02-08,0.8
67423,2009-02-09,0.6
67424,2009-02-10,0.0
67425,2009-02-11,0.0
67426,2009-02-12,0.0
67427,2009-02-13,0.0
67428,2009-02-14,0.0
67429,2009-02-15,0.0
67430,2009-02-16,0.0
67431,2009-02-17,0.0
67432,2009-02-18,0.0
67433,2009-02-19,0.0
67434,2009-02-20,0.0
67435,2009-02-21,0.2
67436,2009-02-22,0.0
67437,2009-02-23,0.0
67438,2009-02-24,0.0
67439,2009-02-25,1.2
67440,2009-02-26,0.2
67441,2009-02-27,0.0
67442,2009-02-28,0.0
67443,2009-03-01,1.6
67444,2009-03-02,0.0
67445,2009-03-03,0.8
67446,2009-03-04,2.4
67447,2009-03-05,2.0
67448,2009-03-06,6.6
67449,2009-03-07,0.4
67450,2009-03-08,0.0
67451,2009-03-09,0.0
67452,2009-03-10,0.0
67453,2009-03-11,0.0
67454,2009-03-12,5.4
67455,2009-03-13,3.0
67456,2009-03-14,0.4
67457,2009-03-15,20.4
67458,2009-03-16,0.4
67459,2009-03-17,0.2
67460,2009-03-18,0.0
67461,2009-03-19,0.0
67462,2009-03-20,0.0
67463,2009-03-21,0.0
67464,2009-03-22,0.0
67465,2009-03-23,1.6
67466,2009-03-24,0.0
67467,2009-03-25,2.4
67468,2009-03-26,0.0
67469,2009-03-27,0.0
67470,2009-03-28,0.0
67471,2009-03-29,0.0
67472,2009-03-30,0.0
67473,2009-03-31,0.0
67474,2009-04-01,0.0
67475,2009-04-02,0.0
67476,2009-04-03,0.0
67477,2009-04-04,18.0
67478,2009-04-05,0.0
67479,2009-04-06,0.2
67480,2009-04-07,2.2
67481,2009-04-08,1.6
67482,2009-04-09,0.0
67483,2009-04-10,0.0
67484,2009-04-11,0.0
67485,2009-04-12,0.0
67486,2009-04-13,0.0
67487,2009-04-14,0.0
67488,2009-04-15,1.2
67489,2009-04-16,0.0
67490,2009-04-17,0.0
67491,2009-04-18,0.0
67492,2009-04-19,0.0
67493,2009-04-20,0.0
67494,2009-04-21,0.0
67495,2009-04-22,0.0
67496,2009-04-23,0.0
67497,2009-04-24,0.0
67498,2009-04-25,3.4
67499,2009-04-26,2.6
67500,2009-04-27,1.8
67501,2009-04-28,6.6
67502,2009-04-29,1.6
67503,2009-04-30,0.0
67504,2009-05-01,0.0
67505,2009-05-02,0.0
67506,2009-05-03,0.0
67507,2009-05-04,0.0
67508,2009-05-05,0.0
67509,2009-05-06,0.0
67510,2009-05-07,0.0
67511,2009-05-08,0.2
67512,2009-05-09,3.2
67513,2009-05-10,0.0
67514,2009-05-11,0.2
67515,2009-05-12,0.0
67516,2009-05-13,0.2
67517,2009-05-14,0.0
67518,2009-05-15,0.0
67519,2009-05-16,0.4
67520,2009-05-17,0.0
67521,2009-05-18,0.0
67522,2009-05-19,0.0
67523,2009-05-20,0.0
67524,2009-05-21,0.0
67525,2009-05-22,0.0
67526,2009-05-23,0.0
67527,2009-05-24,0.0
67528,2009-05-25,0.0
67529,2009-05-26,4.0
67530,2009-05-27,0.0
67531,2009-05-28,0.6
67532,2009-05-29,1.8
67533,2009-05-30,0.0
67534,2009-05-31,0.0
67535,2009-06-01,0.0
67536,2009-06-02,0.2
67537,2009-06-03,1.8
67538,2009-06-04,1.8
67539,2009-06-05,0.0
67540,2009-06-06,0.0
67541,2009-06-07,0.6
67542,2009-06-08,1.6
67543,2009-06-09,3.2
67544,2009-06-10,7.0
67545,2009-06-11,6.6
67546,2009-06-12,0.0
67547,2009-06-13,0.0
67548,2009-06-14,0.2
67549,2009-06-15,0.0
67550,2009-06-16,0.0
67551,2009-06-17,0.0
67552,2009-06-18,0.0
67553,2009-06-19,0.0
67554,2009-06-20,0.0
67555,2009-06-21,0.0
67556,2009-06-22,1.2
67557,2009-06-23,0.0
67558,2009-06-24,1.6
67559,2009-06-25,0.0
67560,2009-06-26,0.0
67561,2009-06-27,0.0
67562,2009-06-28,0.0
67563,2009-06-29,0.0
67564,2009-06-30,0.0
67565,2009-07-01,2.6
67566,2009-07-02,0.2
67567,2009-07-03,7.2
67568,2009-07-04,1.2
67569,2009-07-05,1.0
67570,2009-07-06,0.0
67571,2009-07-07,0.4
67572,2009-07-08,0.0
67573,2009-07-09,0.0
67574,2009-07-10,0.0
67575,2009-07-11,2.2
67576,2009-07-12,0.6
67577,2009-07-13,0.0
67578,2009-07-14,1.0
67579,2009-07-15,0.0
67580,2009-07-16,0.0
67581,2009-07-17,0.0
67582,2009-07-18,0.0
67583,2009-07-19,0.0
67584,2009-07-20,0.0
67585,2009-07-21,0.0
67586,2009-07-22,0.0
67587,2009-07-23,15.6
67588,2009-07-24,0.0
67589,2009-07-25,0.0
67590,2009-07-26,0.0
67591,2009-07-27,0.0
67592,2009-07-28,0.0
67593,2009-07-29,0.0
67594,2009-07-30,0.4
67595,2009-07-31,7.2
67596,2009-08-01,0.2
67597,2009-08-02,0.4
67598,2009-08-03,3.2
67599,2009-08-04,0.0
67600,2009-08-05,5.2
67601,2009-08-06,0.0
67602,2009-08-07,1.0
67603,2009-08-08,0.0
67604,2009-08-09,0.0
67605,2009-08-10,0.0
67606,2009-08-11,0.6
67607,2009-08-12,5.8
67608,2009-08-13,0.4
67609,2009-08-14,1.0
67610,2009-08-15,0.0
67611,2009-08-16,0.0
67612,2009-08-17,5.4
67613,2009-08-18,0.0
67614,2009-08-19,0.0
67615,2009-08-20,2.8
67616,2009-08-21,1.0
67617,2009-08-22,0.2
67618,2009-08-23,0.0
67619,2009-08-24,0.2
67620,2009-08-25,5.6
67621,2009-08-26,4.0
67622,2009-08-27,0.0
67623,2009-08-28,0.0
67624,2009-08-29,0.0
67625,2009-08-30,4.2
67626,2009-08-31,0.0
67627,2009-09-01,1.6
67628,2009-09-02,0.0
67629,2009-09-03,0.0
67630,2009-09-04,1.4
67631,2009-09-05,2.6
67632,2009-09-06,0.0
67633,2009-09-07,0.8
67634,2009-09-08,4.8
67635,2009-09-09,0.8
67636,2009-09-10,0.0
67637,2009-09-11,0.0
67638,2009-09-12,0.0
67639,2009-09-13,0.0
67640,2009-09-14,0.0
67641,2009-09-15,0.0
67642,2009-09-16,0.0
67643,2009-09-17,0.0
67644,2009-09-18,12.6
67645,2009-09-19,0.0
67646,2009-09-20,2.6
67647,2009-09-21,0.0
67648,2009-09-22,16.6
67649,2009-09-23,0.0
67650,2009-09-24,0.4
67651,2009-09-25,8.0
67652,2009-09-26,11.8
67653,2009-09-27,2.0
67654,2009-09-28,3.6
67655,2009-09-29,1.6
67656,2009-09-30,0.0
67657,2009-10-01,0.0
67658,2009-10-02,0.0
67659,2009-10-03,0.0
67660,2009-10-04,0.0
67661,2009-10-05,0.0
67662,2009-10-06,3.0
67663,2009-10-07,0.8
67664,2009-10-08,0.4
67665,2009-10-09,0.0
67666,2009-10-10,0.0
67667,2009-10-11,0.0
67668,2009-10-12,0.8
67669,2009-10-13,0.8
67670,2009-10-14,3.2
67671,2009-10-15,1.8
67672,2009-10-16,5.4
67673,2009-10-17,1.2
67674,2009-10-18,0.0
67675,2009-10-19,0.0
67676,2009-10-20,0.0
67677,2009-10-21,0.0
67678,2009-10-22,0.0
67679,2009-10-23,0.0
67680,2009-10-24,0.0
67681,2009-10-25,0.0
67682,2009-10-26,0.0
67683,2009-10-27,0.0
67684,2009-10-28,0.0
67685,2009-10-29,0.0
67686,2009-10-30,0.6
67687,2009-10-31,4.0
67688,2009-11-01,4.6
67689,2009-11-02,0.0
67690,2009-11-03,0.8
67691,2009-11-04,0.0
67692,2009-11-05,0.0
67693,2009-11-06,0.0
67694,2009-11-07,0.0
67695,2009-11-08,0.0
67696,2009-11-09,0.0
67697,2009-11-10,0.0
67698,2009-11-11,0.0
67699,2009-11-12,0.0
67700,2009-11-13,0.0
67701,2009-11-14,0.0
67702,2009-11-15,0.0
67703,2009-11-16,0.0
67704,2009-11-17,0.0
67705,2009-11-18,0.0
67706,2009-11-19,0.0
67707,2009-11-20,0.0
67708,2009-11-21,1.2
67709,2009-11-22,45.8
67710,2009-11-23,16.0
67711,2009-11-24,0.0
67712,2009-11-25,0.0
67713,2009-11-26,3.6
67714,2009-11-27,5.6
67715,2009-11-28,4.8
67716,2009-11-29,10.6
67717,2009-11-30,10.6
67718,2009-12-01,0.0
67719,2009-12-02,0.0
67720,2009-12-03,0.0
67721,2009-12-04,0.0
67722,2009-12-05,0.0
67723,2009-12-06,0.0
67724,2009-12-07,0.0
67725,2009-12-08,8.2
67726,2009-12-09,13.2
67727,2009-12-10,0.0
67728,2009-12-11,11.6
67729,2009-12-12,0.0
67730,2009-12-13,0.0
67731,2009-12-14,0.0
67732,2009-12-15,0.0
67733,2009-12-16,0.0
67734,2009-12-17,0.0
67735,2009-12-18,11.2
67736,2009-12-19,0.2
67737,2009-12-20,0.0
67738,2009-12-21,0.0
67739,2009-12-22,0.0
67740,2009-12-23,0.0
67741,2009-12-24,0.0
67742,2009-12-25,15.8
67743,2009-12-26,0.0
67744,2009-12-27,0.0
67745,2009-12-28,0.0
67746,2009-12-29,0.0
67747,2009-12-30,0.0
67748,2009-12-31,0.0
67749,2010-01-01,10.6
67750,2010-01-02,5.0
67751,2010-01-03,0.0
67752,2010-01-04,0.0
67753,2010-01-05,0.0
67754,2010-01-06,0.0
67755,2010-01-07,0.0
67756,2010-01-08,0.0
67757,2010-01-09,0.0
67758,2010-01-10,0.0
67759,2010-01-11,0.0
67760,2010-01-12,0.0
67761,2010-01-13,0.2
67762,2010-01-14,0.0
67763,2010-01-15,0.0
67764,2010-01-16,0.0
67765,2010-01-17,0.0
67766,2010-01-18,2.6
67767,2010-01-19,7.2
67768,2010-01-20,0.0
67769,2010-01-21,0.0
67770,2010-01-22,0.0
67771,2010-01-23,0.0
67772,2010-01-24,0.0
67773,2010-01-25,0.0
67774,2010-01-26,0.0
67775,2010-01-27,0.0
67776,2010-01-28,0.0
67777,2010-01-29,0.0
67778,2010-01-30,0.0
67779,2010-01-31,0.0
67780,2010-02-01,1.4
67781,2010-02-02,0.0
67782,2010-02-03,0.0
67783,2010-02-04,0.0
67784,2010-02-05,15.0
67785,2010-02-06,2.0
67786,2010-02-07,0.0
67787,2010-02-08,0.0
67788,2010-02-09,0.0
67789,2010-02-10,0.0
67790,2010-02-11,0.0
67791,2010-02-12,35.2
67792,2010-02-13,0.0
67793,2010-02-14,9.2
67794,2010-02-15,0.0
67795,2010-02-16,0.0
67796,2010-02-17,0.0
67797,2010-02-18,0.0
67798,2010-02-19,0.0
67799,2010-02-20,0.0
67800,2010-02-21,0.0
67801,2010-02-22,0.0
67802,2010-02-23,0.0
67803,2010-02-24,0.0
67804,2010-02-25,0.0
67805,2010-02-26,0.0
67806,2010-02-27,0.0
67807,2010-02-28,0.0
67808,2010-03-01,0.4
67809,2010-03-02,0.0
67810,2010-03-03,0.0
67811,2010-03-04,0.0
67812,2010-03-05,1.0
67813,2010-03-06,1.2
67814,2010-03-07,39.2
67815,2010-03-08,27.2
67816,2010-03-09,7.0
67817,2010-03-10,0.0
67818,2010-03-11,0.2
67819,2010-03-12,0.0
67820,2010-03-13,0.0
67821,2010-03-14,0.0
67822,2010-03-15,0.0
67823,2010-03-16,0.0
67824,2010-03-17,0.0
67825,2010-03-18,0.0
67826,2010-03-19,0.0
67827,2010-03-20,0.2
67828,2010-03-21,0.0
67829,2010-03-22,0.0
67830,2010-03-23,0.0
67831,2010-03-24,0.0
67832,2010-03-25,0.0
67833,2010-03-26,0.0
67834,2010-03-27,0.0
67835,2010-03-28,0.0
67836,2010-03-29,8.0
67837,2010-03-30,0.4
67838,2010-03-31,0.0
67839,2010-04-01,0.0
67840,2010-04-02,0.0
67841,2010-04-03,0.0
67842,2010-04-04,0.0
67843,2010-04-05,0.0
67844,2010-04-06,0.0
67845,2010-04-07,6.8
67846,2010-04-08,0.2
67847,2010-04-09,0.0
67848,2010-04-10,0.2
67849,2010-04-11,3.6
67850,2010-04-12,0.4
67851,2010-04-13,0.6
67852,2010-04-14,0.0
67853,2010-04-15,0.0
67854,2010-04-16,0.0
67855,2010-04-17,0.0
67856,2010-04-18,0.0
67857,2010-04-19,0.0
67858,2010-04-20,0.0
67859,2010-04-21,1.0
67860,2010-04-22,0.0
67861,2010-04-23,0.0
67862,2010-04-24,5.0
67863,2010-04-25,0.4
67864,2010-04-26,0.0
67865,2010-04-27,0.0
67866,2010-04-28,0.8
67867,2010-04-29,2.2
67868,2010-04-30,0.2
67869,2010-05-01,0.0
67870,2010-05-02,0.0
67871,2010-05-03,0.0
67872,2010-05-04,0.0
67873,2010-05-05,4.2
67874,2010-05-06,2.2
67875,2010-05-07,0.0
67876,2010-05-08,4.8
67877,2010-05-09,0.0
67878,2010-05-10,0.0
67879,2010-05-11,3.8
67880,2010-05-12,0.0
67881,2010-05-13,0.2
67882,2010-05-14,1.0
67883,2010-05-15,0.0
67884,2010-05-16,0.0
67885,2010-05-17,0.0
67886,2010-05-18,0.0
67887,2010-05-19,0.0
67888,2010-05-20,0.0
67889,2010-05-21,0.0
67890,2010-05-22,0.0
67891,2010-05-23,0.0
67892,2010-05-24,0.0
67893,2010-05-25,4.2
67894,2010-05-26,1.8
67895,2010-05-27,0.0
67896,2010-05-28,0.4
67897,2010-05-29,1.8
67898,2010-05-30,0.6
67899,2010-05-31,0.0
67900,2010-06-01,0.0
67901,2010-06-02,0.0
67902,2010-06-03,0.0
67903,2010-06-04,0.0
67904,2010-06-05,0.0
67905,2010-06-06,16.8
67906,2010-06-07,4.8
67907,2010-06-08,0.0
67908,2010-06-09,2.6
67909,2010-06-10,2.8
67910,2010-06-11,0.6
67911,2010-06-12,2.8
67912,2010-06-13,0.2
67913,2010-06-14,0.0
67914,2010-06-15,0.0
67915,2010-06-16,0.0
67916,2010-06-17,0.0
67917,2010-06-18,4.6
67918,2010-06-19,3.8
67919,2010-06-20,0.6
67920,2010-06-21,1.8
67921,2010-06-22,0.0
67922,2010-06-23,0.0
67923,2010-06-24,0.0
67924,2010-06-25,0.4
67925,2010-06-26,11.8
67926,2010-06-27,8.0
67927,2010-06-28,0.0
67928,2010-06-29,0.0
67929,2010-06-30,1.8
67930,2010-07-01,0.0
67931,2010-07-02,0.0
67932,2010-07-03,3.8
67933,2010-07-04,0.0
67934,2010-07-05,0.0
67935,2010-07-06,0.0
67936,2010-07-07,0.0
67937,2010-07-08,0.0
67938,2010-07-09,0.0
67939,2010-07-10,0.0
67940,2010-07-11,0.0
67941,2010-07-12,0.0
67942,2010-07-13,0.0
67943,2010-07-14,1.2
67944,2010-07-15,5.2
67945,2010-07-16,0.0
67946,2010-07-17,0.0
67947,2010-07-18,0.0
67948,2010-07-19,8.6
67949,2010-07-20,0.0
67950,2010-07-21,5.6
67951,2010-07-22,0.0
67952,2010-07-23,2.0
67953,2010-07-24,0.0
67954,2010-07-25,0.0
67955,2010-07-26,0.0
67956,2010-07-27,0.0
67957,2010-07-28,0.0
67958,2010-07-29,4.4
67959,2010-07-30,0.0
67960,2010-07-31,0.0
67961,2010-08-01,3.4
67962,2010-08-02,6.0
67963,2010-08-03,4.4
67964,2010-08-04,0.0
67965,2010-08-05,4.8
67966,2010-08-06,2.2
67967,2010-08-07,0.0
67968,2010-08-08,0.0
67969,2010-08-09,0.0
67970,2010-08-10,1.4
67971,2010-08-11,7.2
67972,2010-08-12,16.2
67973,2010-08-13,1.8
67974,2010-08-14,0.0
67975,2010-08-15,0.0
67976,2010-08-16,6.0
67977,2010-08-17,1.4
67978,2010-08-18,0.0
67979,2010-08-19,0.0
67980,2010-08-20,0.0
67981,2010-08-21,0.0
67982,2010-08-22,0.0
67983,2010-08-23,0.0
67984,2010-08-24,1.4
67985,2010-08-25,8.2
67986,2010-08-26,0.2
67987,2010-08-27,0.0
67988,2010-08-28,0.0
67989,2010-08-29,0.0
67990,2010-08-30,0.0
67991,2010-08-31,0.0
67992,2010-09-01,5.8
67993,2010-09-02,6.2
67994,2010-09-03,0.0
67995,2010-09-04,9.6
67996,2010-09-05,3.8
67997,2010-09-06,1.8
67998,2010-09-07,11.2
67999,2010-09-08,0.0
68000,2010-09-09,0.0
68001,2010-09-10,2.6
68002,2010-09-11,0.6
68003,2010-09-12,0.0
68004,2010-09-13,0.0
68005,2010-09-14,0.0
68006,2010-09-15,0.0
68007,2010-09-16,1.2
68008,2010-09-17,0.6
68009,2010-09-18,0.0
68010,2010-09-19,3.0
68011,2010-09-20,0.0
68012,2010-09-21,0.4
68013,2010-09-22,0.0
68014,2010-09-23,0.0
68015,2010-09-24,0.0
68016,2010-09-25,0.0
68017,2010-09-26,0.4
68018,2010-09-27,0.2
68019,2010-09-28,4.4
68020,2010-09-29,1.2
68021,2010-09-30,0.0
68022,2010-10-01,0.0
68023,2010-10-02,0.0
68024,2010-10-03,0.0
68025,2010-10-04,0.0
68026,2010-10-05,1.8
68027,2010-10-06,0.0
68028,2010-10-07,17.4
68029,2010-10-08,0.0
68030,2010-10-09,0.0
68031,2010-10-10,0.0
68032,2010-10-11,0.0
68033,2010-10-12,0.0
68034,2010-10-13,9.4
68035,2010-10-14,4.0
68036,2010-10-15,12.0
68037,2010-10-16,22.6
68038,2010-10-17,1.6
68039,2010-10-18,0.0
68040,2010-10-19,1.4
68041,2010-10-20,0.0
68042,2010-10-21,0.0
68043,2010-10-22,0.0
68044,2010-10-23,6.8
68045,2010-10-24,1.8
68046,2010-10-25,0.0
68047,2010-10-26,0.0
68048,2010-10-27,2.4
68049,2010-10-28,0.0
68050,2010-10-29,0.0
68051,2010-10-30,2.2
68052,2010-10-31,61.4
68053,2010-11-01,3.8
68054,2010-11-02,0.6
68055,2010-11-03,4.0
68056,2010-11-04,5.2
68057,2010-11-05,0.0
68058,2010-11-06,0.0
68059,2010-11-07,0.2
68060,2010-11-08,0.0
68061,2010-11-09,0.0
68062,2010-11-10,0.0
68063,2010-11-11,0.0
68064,2010-11-12,0.0
68065,2010-11-13,20.0
68066,2010-11-14,15.6
68067,2010-11-15,1.2
68068,2010-11-16,0.2
68069,2010-11-17,0.0
68070,2010-11-18,0.0
68071,2010-11-19,2.6
68072,2010-11-20,0.0
68073,2010-11-21,0.2
68074,2010-11-22,0.2
68075,2010-11-23,0.0
68076,2010-11-24,0.0
68077,2010-11-25,23.0
68078,2010-11-26,1.8
68079,2010-11-27,14.2
68080,2010-11-28,21.4
68081,2010-11-29,0.6
68082,2010-11-30,0.4
68083,2010-12-01,0.2
68084,2010-12-02,5.0
68085,2010-12-03,7.8
68086,2010-12-04,0.2
68087,2010-12-05,0.0
68088,2010-12-06,0.0
68089,2010-12-07,2.4
68090,2010-12-08,2.8
68091,2010-12-09,28.8
68092,2010-12-10,2.4
68093,2010-12-11,0.2
68094,2010-12-12,0.4
68095,2010-12-13,4.6
68096,2010-12-14,0.0
68097,2010-12-15,0.0
68098,2010-12-16,0.8
68099,2010-12-17,0.0
68100,2010-12-18,2.8
68101,2010-12-19,2.8
68102,2010-12-20,22.2
68103,2010-12-21,0.0
68104,2010-12-22,1.4
68105,2010-12-23,0.0
68106,2010-12-24,0.0
68107,2010-12-25,0.0
68108,2010-12-26,0.0
68109,2010-12-27,0.4
68110,2010-12-28,0.0
68111,2010-12-29,0.0
68112,2010-12-30,0.0
68113,2010-12-31,0.0
68114,2011-01-01,0.0
68115,2011-01-02,0.0
68116,2011-01-03,0.0
68117,2011-01-04,0.0
68118,2011-01-05,0.0
68119,2011-01-06,0.0
68120,2011-01-07,0.0
68121,2011-01-08,0.0
68122,2011-01-09,0.6
68123,2011-01-10,0.2
68124,2011-01-11,7.0
68125,2011-01-12,15.4
68126,2011-01-13,4.8
68127,2011-01-14,28.2
68128,2011-01-15,22.4
68129,2011-01-16,0.0
68130,2011-01-17,0.0
68131,2011-01-18,0.0
68132,2011-01-19,0.0
68133,2011-01-20,0.0
68134,2011-01-21,0.0
68135,2011-01-22,0.0
68136,2011-01-23,0.0
68137,2011-01-24,4.6
68138,2011-01-25,0.0
68139,2011-01-26,6.0
68140,2011-01-27,0.2
68141,2011-01-28,0.0
68142,2011-01-29,0.0
68143,2011-01-30,0.0
68144,2011-01-31,0.0
68145,2011-02-01,0.0
68146,2011-02-02,0.0
68147,2011-02-03,0.0
68148,2011-02-04,2.4
68149,2011-02-05,
68150,2011-02-06,
68151,2011-02-07,82.2
68152,2011-02-08,3.2
68153,2011-02-09,0.0
68154,2011-02-10,0.0
68155,2011-02-11,1.8
68156,2011-02-12,
68157,2011-02-13,
68158,2011-02-14,4.4
68159,2011-02-15,0.0
68160,2011-02-16,0.0
68161,2011-02-17,4.6
68162,2011-02-18,0.0
68163,2011-02-19,
68164,2011-02-20,
68165,2011-02-21,15.4
68166,2011-02-22,0.2
68167,2011-02-23,0.0
68168,2011-02-24,
68169,2011-02-25,
68170,2011-02-26,11.8
68171,2011-02-27,0.0
68172,2011-02-28,0.0
68173,2011-03-01,0.2
68174,2011-03-02,0.4
68175,2011-03-03,0.0
68176,2011-03-04,0.0
68177,2011-03-05,0.0
68178,2011-03-06,0.0
68179,2011-03-07,0.0
68180,2011-03-08,0.0
68181,2011-03-09,0.2
68182,2011-03-10,11.2
68183,2011-03-11,0.2
68184,2011-03-12,0.0
68185,2011-03-13,0.0
68186,2011-03-14,6.2
68187,2011-03-15,0.2
68188,2011-03-16,0.0
68189,2011-03-17,0.0
68190,2011-03-18,0.0
68191,2011-03-19,0.0
68192,2011-03-20,2.0
68193,2011-03-21,0.2
68194,2011-03-22,0.0
68195,2011-03-23,0.0
68196,2011-03-24,0.0
68197,2011-03-25,9.4
68198,2011-03-26,0.2
68199,2011-03-27,0.0
